ID,Population,Service Area,Unlinked Passenger Miles,Passenger Trips,Total Federal Funding,Total State Funding,Total Local Funding,Name,State,FTA Region,Primary UZA Name,Primary UZA Code,Agency Type,Operating,Other Fund Amt,Program Description,Program Type,5309 - Capital Program Amt,Program Description,Program Type,5307 - UAF Amt,Program Description,Program Type,Other FTA Funds Amt,Program Description,Program Type,Usdot Grant Amt,Program Description,Program Type,5303 - FTA Metro Planning Amt,Program Description,Program Type,5308 - FTA Cleans Fuels Amt,Program Description,Program Type,5310 - FTA Capital Invest Amt,Program Description,Program Type,5310 - FTA Operating Assit Amt,Program Description,Program Type,5310 - FTA Capital Oper Amt,Program Description,Program Type,Other FTA Amount,Program Description,Program Type,5316 - FTA Job Access Rev Com,Program Description,Program Type,5311 - FTA Capital Invest Amt,Program Description,Program Type,5311 - FTA Operating Assit Amt,Program Description,Program Type,5311 - FTA Capital Oper Amt,Program Description,Program Type,5317 - FTA Capital Invest Amt,Program Description,Program Type,5317 - FTA Operating Assit Amt,Program Description,Program Type,5317 - FTA Capital Oper Amt,Program Description,Program Type,5320 - FTA Park Transit Amt,Program Description,Program Type,5309 - ARRA Guideway Amt,Program Description,Program Type,5309 - ARRA Capital Amt,Program Description,Program Type,5307 - ARRA UAP Amt,Program Description,Program Type,5307 - ARRA Capital Amt,Program Description,Program Type,5311 - ARRA Other UAP Amt,Program Description,Program Type,5311 - ARRA Other Capital Amt,Program Description,Program Type,ARRA Tigger Amt,Program Description,Program Type,ARRA Tiggger Multimod Discre Fund,Program Description,Program Type,Spent on Intercity - ARRA 5311 grants for operating expenses and,Program Description,Program Type,Spent on Operating - ARRA Other than Urbanized Area Formula fund,Program Description,Program Type,Spent on Operating - ARRA Tribal Transit funds (§5311),Program Description,Program Type,Spent on Operating - FTA Special Needs of Elderly Individuals an,Program Description,Program Type,Spent on Operating - FTA Capital Program funds (§5309),Program Description,Program Type,Spent on Operating - FTA New Freedom Program funds (§5317),Program Description,Program Type,Spent on Operating - FTA Job Access and Reverse Commute Formula,Program Description,Program Type,Spent on Operating - FTA Other than Urbanized Area Formula funds,Program Description,Program Type,Spent on Operating - FTA Alternative Transportation in Parks and,Program Description,Program Type,Spent on Operating - FTA Tribal Transit funds (§5311),Program Description,Program Type,Spent on Intercity - 5311 grants for operating expenses and prov,Program Description,Program Type,Spent on Operating - Other Federal funds,Program Description,Program Type,Spent on Operating - Other FTA funds,Program Description,Program Type,Capital,Other Fund Amt,Program Description,Program Type,5309 - Capital Program Amt,Program Description,Program Type,5307 - UAF Amt,Program Description,Program Type,Other FTA Funds Amt,Program Description,Program Type,Usdot Grant Amt,Program Description,Program Type,5303 - FTA Metro Planning Amt,Program Description,Program Type,5308 - FTA Cleans Fuels Amt,Program Description,Program Type,5310 - FTA Capital Invest Amt,Program Description,Program Type,5310 - FTA Operating Assit Amt,Program Description,Program Type,5310 - FTA Capital Oper Amt,Program Description,Program Type,Other FTA Amount,Program Description,Program Type,5316 - FTA Job Access Rev Com,Program Description,Program Type,5311 - FTA Capital Invest Amt,Program Description,Program Type,5311 - FTA Operating Assit Amt,Program Description,Program Type,5311 - FTA Capital Oper Amt,Program Description,Program Type,5317 - FTA Capital Invest Amt,Program Description,Program Type,5317 - FTA Operating Assit Amt,Program Description,Program Type,5317 - FTA Capital Oper Amt,Program Description,Program Type,5320 - FTA Park Transit Amt,Program Description,Program Type,5309 - ARRA Guideway Amt,Program Description,Program Type,5309 - ARRA Capital Amt,Program Description,Program Type,5307 - ARRA UAP Amt,Program Description,Program Type,5307 - ARRA Capital Amt,Program Description,Program Type,5311 - ARRA Other UAP Amt,Program Description,Program Type,5311 - ARRA Other Capital Amt,Program Description,Program Type,ARRA Tigger Amt,Program Description,Program Type,ARRA Tiggger Multimod Discre Fund,Program Description,Program Type,Spent on Intercity - ARRA 5311 grants for planning and capital e,Program Description,Program Type,Spent on Capital - ARRA Other than Urbanized Area Formula funds,Program Description,Program Type,Spent on Capital - ARRA TIGGER (Greenhouse Gas and Energy Reduct,Program Description,Program Type,Spent on Capital - ARRA Tribal Transit funds (§5311),Program Description,Program Type,Spent on Capital - FTA Special Needs of Elderly Individuals and,Program Description,Program Type,Spent on Capital - FTA Capital Program funds (§5309),Program Description,Program Type,Spent on Capital - FTA New Freedom Program funds (§5317),Program Description,Program Type,Spent on Capital - FTA Job Access and Reverse Commute Formula Pr,Program Description,Program Type,Spent on Capital - FTA Other than Urbanized Area Formula funds (,Program Description,Program Type,Spent on Capital - FTA Alternative Transportation in Parks and P,Program Description,Program Type,Spent on Capital - FTA Tribal Transit funds (§5311),Program Description,Program Type,Spent on Intercity - 5311 grants for planning and capital expens,Program Description,Program Type,Spent on Capital - Other Federal funds,Program Description,Program Type,Spent on Capital - Other FTA funds,Program Description,Program Type
8R03-036,,,,,,,,Benson County Transportation,ND,1,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310080,,ARRA Funds,563984,,ARRA Funds,15290,,ARRA Funds,839972,,Formula-Based,89268,,Formula-Based,271775,,Formula-Based,376472,,Formula-Based,3835760,,Formula-Based,0,,Other Discretionary Grants,425113,,Formula-Based,2649160,,Formula-Based,3808605,,Other Discretionary Grants,58907,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381931,,ARRA Funds,11064655,,ARRA Funds,447585,,ARRA Funds,1558683,,ARRA Funds,641220,,Formula-Based,2227409,,Formula-Based,1085,,Formula-Based,153498,,Formula-Based,3380109,,Formula-Based,589163,,Other Discretionary Grants,63428,,Formula-Based,52617,,Formula-Based,2529961,,Other Discretionary Grants,234541,,Other Discretionary Grants
8R03-037,,,,,,,,Can-Do Transportation,ND,5,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592472,,ARRA Funds,687190,,ARRA Funds,33744,,ARRA Funds,382324,,Formula-Based,20009,,Formula-Based,131099,,Formula-Based,43196,,Formula-Based,4080477,,Formula-Based,0,,Other Discretionary Grants,14445,,Formula-Based,412064,,Formula-Based,2456875,,Other Discretionary Grants,65691,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658267,,ARRA Funds,2948389,,ARRA Funds,407527,,ARRA Funds,420203,,ARRA Funds,606389,,Formula-Based,6435350,,Formula-Based,29676,,Formula-Based,348853,,Formula-Based,2047827,,Formula-Based,1396423,,Other Discretionary Grants,136122,,Formula-Based,1223722,,Formula-Based,680993,,Other Discretionary Grants,50761,,Other Discretionary Grants
8R03-038,,,,,,,,Cavalier County Senior Meals & Services,ND,0,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462335,,ARRA Funds,225431,,ARRA Funds,11539,,ARRA Funds,1766581,,Formula-Based,182860,,Formula-Based,337732,,Formula-Based,903665,,Formula-Based,1595199,,Formula-Based,0,,Other Discretionary Grants,639103,,Formula-Based,532847,,Formula-Based,1930997,,Other Discretionary Grants,34700,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560776,,ARRA Funds,10755303,,ARRA Funds,1463514,,ARRA Funds,578577,,ARRA Funds,624355,,Formula-Based,5339707,,Formula-Based,20698,,Formula-Based,307612,,Formula-Based,289224,,Formula-Based,4108665,,Other Discretionary Grants,82182,,Formula-Based,1340214,,Formula-Based,900109,,Other Discretionary Grants,4515,,Other Discretionary Grants
8R03-040,,,,,,,,Devils Lake Transit  (Senior Meals & Services),ND,9,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444037,,ARRA Funds,489174,,ARRA Funds,39322,,ARRA Funds,1063683,,Formula-Based,39134,,Formula-Based,73537,,Formula-Based,112900,,Formula-Based,4872663,,Formula-Based,0,,Other Discretionary Grants,955341,,Formula-Based,653560,,Formula-Based,1070783,,Other Discretionary Grants,59502,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13739,,ARRA Funds,9743895,,ARRA Funds,197171,,ARRA Funds,1665393,,ARRA Funds,560719,,Formula-Based,6074659,,Formula-Based,28587,,Formula-Based,65719,,Formula-Based,2054391,,Formula-Based,881751,,Other Discretionary Grants,83983,,Formula-Based,1116896,,Formula-Based,849691,,Other Discretionary Grants,160784,,Other Discretionary Grants
8R03-042,,,,,,,,Turtle Mtn. Nutrition & Support Services,ND,10,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69563,,ARRA Funds,790420,,ARRA Funds,46136,,ARRA Funds,2019224,,Formula-Based,199489,,Formula-Based,60104,,Formula-Based,157361,,Formula-Based,1740741,,Formula-Based,0,,Other Discretionary Grants,108249,,Formula-Based,2652826,,Formula-Based,2973071,,Other Discretionary Grants,127536,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413312,,ARRA Funds,2510163,,ARRA Funds,1821936,,ARRA Funds,275848,,ARRA Funds,481458,,Formula-Based,7093197,,Formula-Based,11641,,Formula-Based,360885,,Formula-Based,3589245,,Formula-Based,3734858,,Other Discretionary Grants,129312,,Formula-Based,1327222,,Formula-Based,3361265,,Other Discretionary Grants,152222,,Other Discretionary Grants
8R03-043,,,,,,,,Nutrition United,ND,5,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48763,,ARRA Funds,613693,,ARRA Funds,7694,,ARRA Funds,1727684,,Formula-Based,39699,,Formula-Based,212226,,Formula-Based,202028,,Formula-Based,2313657,,Formula-Based,0,,Other Discretionary Grants,39064,,Formula-Based,97111,,Formula-Based,5824456,,Other Discretionary Grants,173423,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703030,,ARRA Funds,5898171,,ARRA Funds,1717856,,ARRA Funds,1595204,,ARRA Funds,390110,,Formula-Based,4216924,,Formula-Based,10575,,Formula-Based,111643,,Formula-Based,2611127,,Formula-Based,4224640,,Other Discretionary Grants,20368,,Formula-Based,309014,,Formula-Based,182507,,Other Discretionary Grants,318327,,Other Discretionary Grants
8R03-044,,,,,,,,Royal Coach Taxi,ND,7,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318548,,ARRA Funds,890225,,ARRA Funds,59241,,ARRA Funds,102735,,Formula-Based,140358,,Formula-Based,37328,,Formula-Based,297520,,Formula-Based,1948448,,Formula-Based,0,,Other Discretionary Grants,120313,,Formula-Based,381192,,Formula-Based,2330065,,Other Discretionary Grants,202410,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106878,,ARRA Funds,7746483,,ARRA Funds,18922,,ARRA Funds,536917,,ARRA Funds,253650,,Formula-Based,4430529,,Formula-Based,20220,,Formula-Based,98056,,Formula-Based,356709,,Formula-Based,3083924,,Other Discretionary Grants,167383,,Formula-Based,104472,,Formula-Based,1713846,,Other Discretionary Grants,271982,,Other Discretionary Grants
8R03-045,,,,,,,,Spirit Lake Nation Senior Services,ND,7,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484877,,ARRA Funds,733400,,ARRA Funds,17676,,ARRA Funds,2176689,,Formula-Based,164536,,Formula-Based,30771,,Formula-Based,944016,,Formula-Based,2850946,,Formula-Based,0,,Other Discretionary Grants,42479,,Formula-Based,838128,,Formula-Based,5088406,,Other Discretionary Grants,73734,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288785,,ARRA Funds,3843891,,ARRA Funds,801531,,ARRA Funds,1055913,,ARRA Funds,668143,,Formula-Based,5923749,,Formula-Based,16959,,Formula-Based,234986,,Formula-Based,1755414,,Formula-Based,2587,,Other Discretionary Grants,65995,,Formula-Based,935726,,Formula-Based,3593139,,Other Discretionary Grants,225729,,Other Discretionary Grants
8R03-047,,,,,,,,Standing Rock Public Transit,ND,5,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141431,,ARRA Funds,44087,,ARRA Funds,46500,,ARRA Funds,60420,,Formula-Based,22774,,Formula-Based,297606,,Formula-Based,980221,,Formula-Based,3336325,,Formula-Based,0,,Other Discretionary Grants,610596,,Formula-Based,153891,,Formula-Based,5380354,,Other Discretionary Grants,224257,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581607,,ARRA Funds,4354769,,ARRA Funds,492308,,ARRA Funds,587978,,ARRA Funds,526235,,Formula-Based,6522017,,Formula-Based,974,,Formula-Based,147468,,Formula-Based,2811435,,Formula-Based,2484606,,Other Discretionary Grants,24438,,Formula-Based,180499,,Formula-Based,821460,,Other Discretionary Grants,216739,,Other Discretionary Grants
8R03-053,,,,,,,,Dakota Transit Association,ND,0,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201945,,ARRA Funds,713519,,ARRA Funds,42408,,ARRA Funds,1318517,,Formula-Based,153346,,Formula-Based,70238,,Formula-Based,330943,,Formula-Based,1599510,,Formula-Based,0,,Other Discretionary Grants,815621,,Formula-Based,147331,,Formula-Based,3494655,,Other Discretionary Grants,228157,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204746,,ARRA Funds,683137,,ARRA Funds,1285641,,ARRA Funds,787901,,ARRA Funds,98971,,Formula-Based,4464400,,Formula-Based,19517,,Formula-Based,86926,,Formula-Based,2257800,,Formula-Based,2401267,,Other Discretionary Grants,98070,,Formula-Based,660039,,Formula-Based,516500,,Other Discretionary Grants,164113,,Other Discretionary Grants
8R04-001,,,,,,,,City of Aberdeen - Aberdeen Ride Line,SD,1,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745973,,ARRA Funds,276782,,ARRA Funds,60595,,ARRA Funds,462392,,Formula-Based,117265,,Formula-Based,35899,,Formula-Based,251044,,Formula-Based,2464207,,Formula-Based,0,,Other Discretionary Grants,273603,,Formula-Based,2533304,,Formula-Based,557601,,Other Discretionary Grants,77832,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43272,,ARRA Funds,4219491,,ARRA Funds,598355,,ARRA Funds,416915,,ARRA Funds,635312,,Formula-Based,1842913,,Formula-Based,8191,,Formula-Based,112931,,Formula-Based,744880,,Formula-Based,939533,,Other Discretionary Grants,68562,,Formula-Based,37869,,Formula-Based,2509410,,Other Discretionary Grants,11343,,Other Discretionary Grants
8R04-002,,,,,,,,Arrow Transit,SD,2,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219518,,ARRA Funds,523485,,ARRA Funds,33024,,ARRA Funds,1320598,,Formula-Based,43085,,Formula-Based,298089,,Formula-Based,44608,,Formula-Based,2235203,,Formula-Based,0,,Other Discretionary Grants,781768,,Formula-Based,1875822,,Formula-Based,1745695,,Other Discretionary Grants,124942,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666332,,ARRA Funds,7932812,,ARRA Funds,453766,,ARRA Funds,930013,,ARRA Funds,168268,,Formula-Based,208069,,Formula-Based,8482,,Formula-Based,74161,,Formula-Based,3635273,,Formula-Based,4080138,,Other Discretionary Grants,93835,,Formula-Based,312305,,Formula-Based,970450,,Other Discretionary Grants,100413,,Other Discretionary Grants
8R04-003,,,,,,,,Brookings Area Transit Authority,SD,4,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564347,,ARRA Funds,653515,,ARRA Funds,40219,,ARRA Funds,387965,,Formula-Based,53062,,Formula-Based,252559,,Formula-Based,700971,,Formula-Based,3718164,,Formula-Based,0,,Other Discretionary Grants,96497,,Formula-Based,2590307,,Formula-Based,2880088,,Other Discretionary Grants,88049,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687266,,ARRA Funds,5136866,,ARRA Funds,1071210,,ARRA Funds,494950,,ARRA Funds,117195,,Formula-Based,1481035,,Formula-Based,26151,,Formula-Based,330937,,Formula-Based,145721,,Formula-Based,2704865,,Other Discretionary Grants,92755,,Formula-Based,533877,,Formula-Based,2130732,,Other Discretionary Grants,99721,,Other Discretionary Grants
8R04-004,,,,,,,,"Community Transit, Inc.",SD,8,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91299,,ARRA Funds,414521,,ARRA Funds,55277,,ARRA Funds,1426117,,Formula-Based,27951,,Formula-Based,40621,,Formula-Based,464410,,Formula-Based,1664404,,Formula-Based,0,,Other Discretionary Grants,864507,,Formula-Based,1534452,,Formula-Based,4318883,,Other Discretionary Grants,98572,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510159,,ARRA Funds,6113251,,ARRA Funds,1635360,,ARRA Funds,732362,,ARRA Funds,122011,,Formula-Based,810640,,Formula-Based,25314,,Formula-Based,486693,,Formula-Based,4089581,,Formula-Based,1992052,,Other Discretionary Grants,26737,,Formula-Based,898945,,Formula-Based,832794,,Other Discretionary Grants,79816,,Other Discretionary Grants
8R04-005,,,,,,,,City of Brandon - Brandon City Transit,SD,3,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501216,,ARRA Funds,24568,,ARRA Funds,26820,,ARRA Funds,648536,,Formula-Based,101938,,Formula-Based,198214,,Formula-Based,955452,,Formula-Based,866101,,Formula-Based,0,,Other Discretionary Grants,223556,,Formula-Based,1605752,,Formula-Based,78295,,Other Discretionary Grants,222922,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603929,,ARRA Funds,7480788,,ARRA Funds,1333984,,ARRA Funds,1163001,,ARRA Funds,333016,,Formula-Based,3464382,,Formula-Based,4548,,Formula-Based,450625,,Formula-Based,1151314,,Formula-Based,513232,,Other Discretionary Grants,79765,,Formula-Based,601495,,Formula-Based,1701394,,Other Discretionary Grants,251119,,Other Discretionary Grants
8R04-006,,,,,,,,Inter-Lakes Community Action,SD,7,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4502,,ARRA Funds,578858,,ARRA Funds,56629,,ARRA Funds,717117,,Formula-Based,52796,,Formula-Based,309360,,Formula-Based,431892,,Formula-Based,6783010,,Formula-Based,0,,Other Discretionary Grants,848982,,Formula-Based,617488,,Formula-Based,514667,,Other Discretionary Grants,36000,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203154,,ARRA Funds,6029540,,ARRA Funds,997046,,ARRA Funds,1553562,,ARRA Funds,605602,,Formula-Based,2742133,,Formula-Based,3460,,Formula-Based,53086,,Formula-Based,3112529,,Formula-Based,2131040,,Other Discretionary Grants,80464,,Formula-Based,294175,,Formula-Based,3050126,,Other Discretionary Grants,169248,,Other Discretionary Grants
8R04-007,,,,,,,,City of Dell Rapids - Dell Rapids Transit,SD,8,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589902,,ARRA Funds,637330,,ARRA Funds,22104,,ARRA Funds,1455503,,Formula-Based,38567,,Formula-Based,143126,,Formula-Based,72597,,Formula-Based,204884,,Formula-Based,0,,Other Discretionary Grants,17219,,Formula-Based,578754,,Formula-Based,564061,,Other Discretionary Grants,149509,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44116,,ARRA Funds,7331032,,ARRA Funds,990057,,ARRA Funds,623321,,ARRA Funds,148695,,Formula-Based,4832514,,Formula-Based,25360,,Formula-Based,349671,,Formula-Based,3523699,,Formula-Based,1485760,,Other Discretionary Grants,135661,,Formula-Based,294106,,Formula-Based,1459024,,Other Discretionary Grants,197533,,Other Discretionary Grants
8R04-008,,,,,,,,"East Dakota Transit, Inc.",SD,4,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501934,,ARRA Funds,134050,,ARRA Funds,51667,,ARRA Funds,839046,,Formula-Based,201633,,Formula-Based,133739,,Formula-Based,567523,,Formula-Based,6594129,,Formula-Based,0,,Other Discretionary Grants,160546,,Formula-Based,420086,,Formula-Based,3526254,,Other Discretionary Grants,279878,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52982,,ARRA Funds,4946344,,ARRA Funds,1131776,,ARRA Funds,1404970,,ARRA Funds,281414,,Formula-Based,894362,,Formula-Based,10157,,Formula-Based,253439,,Formula-Based,487498,,Formula-Based,2172214,,Other Discretionary Grants,136048,,Formula-Based,381981,,Formula-Based,2089293,,Other Discretionary Grants,157482,,Other Discretionary Grants
8R04-009,,,,,,,,City of Mitchell - Palace Transit,SD,8,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421645,,ARRA Funds,640546,,ARRA Funds,19319,,ARRA Funds,1592549,,Formula-Based,106265,,Formula-Based,85417,,Formula-Based,93824,,Formula-Based,6445612,,Formula-Based,0,,Other Discretionary Grants,814486,,Formula-Based,2017676,,Formula-Based,2230244,,Other Discretionary Grants,176438,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435465,,ARRA Funds,1214076,,ARRA Funds,1488854,,ARRA Funds,1035704,,ARRA Funds,358809,,Formula-Based,2483628,,Formula-Based,26872,,Formula-Based,4185,,Formula-Based,888475,,Formula-Based,4157431,,Other Discretionary Grants,141357,,Formula-Based,108141,,Formula-Based,1761874,,Other Discretionary Grants,197031,,Other Discretionary Grants
8R04-010,,,,,,,,People's Transit,SD,2,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617951,,ARRA Funds,782792,,ARRA Funds,35218,,ARRA Funds,126366,,Formula-Based,86295,,Formula-Based,221414,,Formula-Based,793521,,Formula-Based,4837191,,Formula-Based,0,,Other Discretionary Grants,411056,,Formula-Based,2313727,,Formula-Based,3287017,,Other Discretionary Grants,257939,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757288,,ARRA Funds,2083104,,ARRA Funds,1501879,,ARRA Funds,587250,,ARRA Funds,275693,,Formula-Based,6945202,,Formula-Based,6058,,Formula-Based,144955,,Formula-Based,2525606,,Formula-Based,3743603,,Other Discretionary Grants,127896,,Formula-Based,414611,,Formula-Based,1840769,,Other Discretionary Grants,91065,,Other Discretionary Grants
8R04-011,,,,,,,,CCTS d/b/a River Cities Transit,SD,4,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100319,,ARRA Funds,680749,,ARRA Funds,38796,,ARRA Funds,475221,,Formula-Based,53957,,Formula-Based,265293,,Formula-Based,552425,,Formula-Based,4938159,,Formula-Based,0,,Other Discretionary Grants,116871,,Formula-Based,951187,,Formula-Based,2166041,,Other Discretionary Grants,159519,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394647,,ARRA Funds,5352620,,ARRA Funds,164018,,ARRA Funds,1157845,,ARRA Funds,433101,,Formula-Based,5340381,,Formula-Based,16312,,Formula-Based,286312,,Formula-Based,324471,,Formula-Based,2259534,,Other Discretionary Grants,97039,,Formula-Based,1103092,,Formula-Based,3174262,,Other Discretionary Grants,218559,,Other Discretionary Grants
